Full Name,First Name,Last Name,First Last,List of Congresses,Chamber,State,Gender,Party,Ethnicity,BirthYear,Congress Name,Alternative name (Wikipedia),Congress ID
"FIEDLER, BOBBI",FIEDLER,BOBBI,BOBBI FIEDLER,97 98 99,H,CA,F,R,W,1937,"FIEDLER, BOBBI",BOBBI FIEDLER,F000102
"FIELDS, CLEO",FIELDS,CLEO,CLEO FIELDS,103 104,H,LA,M,D,B,1962,"FIELDS, CLEO",CLEO FIELDS,F000110
"FIELDS, JACK",FIELDS,JACK,JACK FIELDS,97 98 99 100 101 102 103 104,H,TX,M,R,W,1952,"FIELDS, JACK",JACK FIELDS,F000111
"FILNER, BOB",FILNER,BOB,BOB FILNER,103 104 105 106 107 108 109 110 111 112,H,CA,M,D,W,1942,"FILNER, BOB",BOB FILNER,F000116
"FINCHER, STEPHEN",FINCHER,STEPHEN,STEPHEN FINCHER,112 113 114,H,TN,M,R,W,1973,"FINCHER, STEPHEN LEE",STEPHEN FINCHER,F000458
"FINDLEY, PAUL",FINDLEY,PAUL,PAUL FINDLEY,97,H,IL,M,R,W,1921,"FINDLEY, PAUL",PAUL FINDLEY,F000123
"FINGERHUT, ERIC",FINGERHUT,ERIC,ERIC FINGERHUT,103,H,OH,M,D,W,1959,"FINGERHUT, ERIC D.",ERIC FINGERHUT,F000128
"FISCHER, DEB",FISCHER,DEB,DEB FISCHER,113 114,S,NE,F,R,W,1951,"FISCHER, DEB",DEB FISCHER,F000463
"FISH, HAMILTON",FISH,HAMILTON,HAMILTON FISH,97 98 99 100 101 102 103,H,NY,M,R,W,1926,"FISH, HAMILTON, JR.",HAMILTON FISH,F000141
"FITHIAN, FLOYD",FITHIAN,FLOYD,FLOYD FITHIAN,97,H,IN,M,D,W,1928,"FITHIAN, FLOYD J.",FLOYD FITHIAN,F000161
"FITZGERALD, PETER",FITZGERALD,PETER,PETER FITZGERALD,106 107 108,S,IL,M,R,W,1960,"FITZGERALD, PETER",PETER FITZGERALD,F000442
"FITZPATRICK, MICHAEL",FITZPATRICK,MICHAEL,MICHAEL FITZPATRICK,109 112 113 114,H,PA,M,R,W,1963,"FITZPATRICK, MICHAEL G.",MICHAEL FITZPATRICK,F000451
"FLAKE, FLOYD",FLAKE,FLOYD,FLOYD FLAKE,100 101 102 103 104 105,H,NY,M,D,B,1945,"FLAKE, FLOYD H.",FLOYD FLAKE,F000184
"FLAKE, JEFF",FLAKE,JEFF,JEFF FLAKE,107 108 109 110 111 112 113 114,H,AZ,M,R,W,1962,"FLAKE, JEFF",JEFF FLAKE,F000444
"FLANAGAN, MICHAEL",FLANAGAN,MICHAEL,MICHAEL FLANAGAN,104,H,IL,M,R,W,1962,"FLANAGAN, MICHAEL PATRICK",MICHAEL FLANAGAN,F000187
"FLEISCHMANN, CHARLES",FLEISCHMANN,CHARLES,CHARLES FLEISCHMANN,112 113 114,H,TN,M,R,W,1962,"FLEISCHMANN, CHARLES J. ""CHUCK""",CHARLES FLEISCHMANN,F000459
"FLEMING, JOHN",FLEMING,JOHN,JOHN FLEMING,111 112 113 114,H,LA,M,R,W,1951,"FLEMING, JOHN",JOHN FLEMING,F000456
"FLETCHER, ERNEST",FLETCHER,ERNEST,ERNEST FLETCHER,106 107 108,H,KY,M,R,W,1952,"FLETCHER, ERNIE",ERNIE FLETCHER,F000441
"FLIPPO, RONNIE",FLIPPO,RONNIE,RONNIE FLIPPO,97 98 99 100 101,H,AL,M,D,W,1937,"FLIPPO, RONNIE G.",RONNIE FLIPPO,F000208
"FLORES, BILL",FLORES,BILL,BILL FLORES,112 113 114,H,TX,M,R,H,1954,"FLORES, BILL",BILL FLORES,F000461
"FLORIO, JAMES",FLORIO,JAMES,JAMES FLORIO,97 98 99 100 101,H,NJ,M,D,W,1937,"FLORIO, JAMES J.",JAMES FLORIO,F000215
"FOGLIETTA, THOMAS",FOGLIETTA,THOMAS,THOMAS FOGLIETTA,97 98 99 100 101 102 103 104 105,H,PA,M,I,W,1928,"FOGLIETTA, THOMAS M.",THOMAS FOGLIETTA,F000235
"FOLEY, MARK",FOLEY,MARK,MARK FOLEY,104 105 106 107 108 109,H,FL,M,R,W,1954,"FOLEY, MARK",MARK FOLEY,F000238
"FOLEY, THOMAS",FOLEY,THOMAS,THOMAS FOLEY,97 98 99 100 101 102 103,H,WA,M,D,W,1929,"FOLEY, THOMAS S.",THOMAS FOLEY,F000239
"FORBES, J.",FORBES,J.,J. FORBES,107 108 109 110 111 112 113 114,H,VA,M,R,W,1952,"FORBES, J. RANDY",J. FORBES,F000445
"FORBES, MICHAEL",FORBES,MICHAEL,MICHAEL FORBES,104 105 106,H,NY,M,R,W,1952,"FORBES, MICHAEL P.",MICHAEL FORBES,F000257
"FORD, HAROLD E., JR.",FORD,HAROLD,HAROLD FORD,105 106 107 108 109,H,TN,M,D,B,1970,"FORD, HAROLD E., JR.",HAROLD E. FORD JR.,F000262
"FORD, HAROLD",FORD,HAROLD,HAROLD FORD,97 98 99 100 101 102 103 104,H,TN,M,D,B,1945,"FORD, HAROLD E.",HAROLD E. FORD,F000261
"FORD, WENDELL",FORD,WENDELL,WENDELL FORD,97 98 99 100 101 102 103 104 105,S,KY,M,D,W,1924,"FORD, WENDELL H.",WENDELL FORD,F000268
"FORD, WILLIAM",FORD,WILLIAM,WILLIAM FORD,97 98 99 100 101 102 103,H,MI,M,D,W,1927,"FORD, WILLIAM D.",WILLIAM FORD,F000270
"FORSYTHE, EDWIN",FORSYTHE,EDWIN,EDWIN FORSYTHE,97 98,H,NJ,M,R,W,1916,"FORSYTHE, EDWIN B.",EDWIN FORSYTHE,F000286
"FORTENBERRY, JEFF",FORTENBERRY,JEFF,JEFF FORTENBERRY,109 110 111 112 113 114,H,NE,M,R,W,1960,"FORTENBERRY, JEFF",JEFF FORTENBERRY,F000449
"FORTUNO, LUIS",FORTUNO,LUIS,LUIS FORTUNO,109 110,H,PR,M,R,H,1960,"FORTUNO, LUIS G.",LUIS FORTUÑO,F000452
"FOSSELLA, VITO",FOSSELLA,VITO,VITO FOSSELLA,105 106 107 108 109 110,H,NY,M,R,W,1965,"FOSSELLA, VITO",VITO FOSSELLA,F000440
"FOSTER, BILL",FOSTER,BILL,BILL FOSTER,110 111 113 114,H,IL,M,D,W,1955,"FOSTER, BILL",BILL FOSTER,F000454
"FOUNTAIN, LAWRENCE",FOUNTAIN,LAWRENCE,LAWRENCE FOUNTAIN,97,H,NC,M,D,W,1913,"FOUNTAIN, L. H.",L. FOUNTAIN,F000319
"FOWLER, TILLIE",FOWLER,TILLIE,TILLIE FOWLER,103 104 105 106,H,FL,F,R,W,1942,"FOWLER, TILLIE",TILLIE FOWLER,F000328
"FOWLER, WYCHE",FOWLER,WYCHE,WYCHE FOWLER,97 98 99 100 101 102,H,GA,M,D,W,1940,"FOWLER, WYCHE, JR.",WYCHE FOWLER,F000329
"FOX, JON",FOX,JON,JON FOX,104 105,H,PA,M,R,W,1947,"FOX, JON D.",JON FOX,F000332
"FOXX, VIRGINIA",FOXX,VIRGINIA,VIRGINIA FOXX,109 110 111 112 113 114,H,NC,F,R,W,1943,"FOXX, VIRGINIA",VIRGINIA FOXX,F000450
"FRAHM, SHEILA",FRAHM,SHEILA,SHEILA FRAHM,104,S,KS,F,R,W,1945,"FRAHM, SHEILA",SHEILA FRAHM,F000438
"FRANK, BARNEY",FRANK,BARNEY,BARNEY FRANK,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112,H,MA,M,D,W,1940,"FRANK, BARNEY",BARNEY FRANK,F000339
"FRANKEL, LOIS",FRANKEL,LOIS,LOIS FRANKEL,113 114,H,FL,F,D,W,1948,"FRANKEL, LOIS",LOIS FRANKEL,F000462
"FRANKEN, ALAN",FRANKEN,ALAN,ALAN FRANKEN,111 112 113 114,S,MN,M,D,W,1951,"FRANKEN, AL",AL FRANKEN,F000457
"FRANKLIN, WILLIAM",FRANKLIN,WILLIAM,WILLIAM FRANKLIN,98 99,H,MS,M,R,W,1941,"FRANKLIN, WILLIAM W.",WILLIAM FRANKLIN,F000347
"FRANKS, BOB",FRANKS,BOB,BOB FRANKS,103 104 105 106,H,NJ,M,R,W,1951,"FRANKS, BOB",BOB FRANKS,F000349
"FRANKS, GARY",FRANKS,GARY,GARY FRANKS,102 103 104,H,CT,M,R,B,1953,"FRANKS, GARY A.",GARY FRANKS,F000348
"FRANKS, TRENT",FRANKS,TRENT,TRENT FRANKS,108 109 110 111 112 113 114,H,AZ,M,R,W,1957,"FRANKS, TRENT",TRENT FRANKS,F000448
"FRAZER, VICTOR",FRAZER,VICTOR,VICTOR FRAZER,104,H,VI,M,I,B,1943,"FRAZER, VICTOR O.",VICTOR FRAZER,F000351
"FRELINGHUYSEN, RODNEY",FRELINGHUYSEN,RODNEY,RODNEY FRELINGHUYSEN,104 105 106 107 108 109 110 111 112 113 114,H,NJ,M,R,W,1946,"FRELINGHUYSEN, RODNEY P.",RODNEY FRELINGHUYSEN,F000372
"FRENZEL, WILLIAM",FRENZEL,WILLIAM,WILLIAM FRENZEL,97 98 99 100 101,H,MN,M,R,W,1928,"FRENZEL, BILL",BILL FRENZEL,F000380
"FRISA, DAN",FRISA,DAN,DAN FRISA,104,H,NY,M,R,W,1955,"FRISA, DAN",DAN FRISA,F000387
"FRIST, WILLIAM",FRIST,WILLIAM,WILLIAM FRIST,104 105 106 107 108 109,S,TN,M,R,W,1952,"FRIST, WILLIAM H.",WILLIAM FRIST,F000439
"FROST, JONAS",FROST,JONAS,JONAS FROST,97 98 99 100 101 102 103 104 105 106 107 108,H,TX,M,D,W,1942,"FROST, MARTIN",MARTIN FROST,F000392
"FUDGE, MARCIA",FUDGE,MARCIA,MARCIA FUDGE,110 111 112 113 114,H,OH,F,D,B,1952,"FUDGE, MARCIA L.",MARCIA FUDGE,F000455
"FUNDERBURK, DAVID",FUNDERBURK,DAVID,DAVID FUNDERBURK,104,H,NC,M,R,W,1944,"FUNDERBURK, DAVID",DAVID FUNDERBURK,F000426
"FUQUA, DON",FUQUA,DON,DON FUQUA,97 98 99,H,FL,M,D,W,1933,"FUQUA, DON",DON FUQUA,F000430
"FURSE, ELIZABETH",FURSE,ELIZABETH,ELIZABETH FURSE,103 104 105,H,OR,F,D,W,1936,"FURSE, ELIZABETH",ELIZABETH FURSE,F000434
"FUSTER, JAIME",FUSTER,JAIME,JAIME FUSTER,99 100 101 102,H,PR,M,D,H,1941,"FUSTER, JAMIE B.",JAMIE FUSTER,F000435
"GABBARD, TULSI",GABBARD,TULSI,TULSI GABBARD,113 114,H,HI,F,D,AAPIA,1981,"GABBARD, TULSI",TULSI GABBARD,G000571
"GALLEGLY, ELTON",GALLEGLY,ELTON,ELTON GALLEGLY,100 101 102 103 104 105 106 107 108 109 110 111 112,H,CA,M,R,W,1944,"GALLEGLY, ELTON",ELTON GALLEGLY,G000021
"GALLEGO, PETE",GALLEGO,PETE,PETE GALLEGO,113,H,TX,M,D,H,1961,"GALLEGO, PETE P.",PETE GALLEGO,G000572
"GALLEGO, RUBEN",GALLEGO,RUBEN,RUBEN GALLEGO,114,H,AZ,M,D,H,1979,"GALLEGO, RUBEN",RUBEN GALLEGO,G000574
"GALLO, DEAN",GALLO,DEAN,DEAN GALLO,99 100 101 102 103,H,NJ,M,R,W,1935,"GALLO, DEAN A.",DEAN GALLO,G000025
"GANSKE, GREG",GANSKE,GREG,GREG GANSKE,104 105 106 107,H,IA,M,R,W,1949,"GANSKE, GREG",GREG GANSKE,G000041
"GARAMENDI, JOHN",GARAMENDI,JOHN,JOHN GARAMENDI,111 112 113 114,H,CA,M,D,H,1945,"GARAMENDI, JOHN",JOHN GARAMENDI,G000559
"GARCIA, JOE",GARCIA,JOE,JOE GARCIA,113,H,FL,M,D,H,1963,"GARCIA, JOE",JOE GARCIA,G000573
"GARCIA, ROBERT",GARCIA,ROBERT,ROBERT GARCIA,97 98 99 100 101,H,NY,M,D,H,1933,"GARCIA, ROBERT",ROBERT GARCI,G000047
"GARDNER, CORY",GARDNER,CORY,CORY GARDNER,112 113 114,H,CO,M,R,W,1974,"GARDNER, CORY",CORY GARDNER,G000562
"GARN, EDWIN",GARN,EDWIN,EDWIN GARN,97 98 99 100 101 102,S,UT,M,R,W,1932,"GARN, E. J. (JAKE)",E. GARN,G000072
"GARRETT, SCOTT",GARRETT,SCOTT,SCOTT GARRETT,108 109 110 111 112 113 114,H,NJ,M,R,W,1959,"GARRETT, SCOTT",SCOTT GARRETT,G000548
"GAYDOS, JOSEPH",GAYDOS,JOSEPH,JOSEPH GAYDOS,97 98 99 100 101 102,H,PA,M,D,W,1926,"GAYDOS, JOSEPH M.",JOSEPH GAYDOS,G000105
"GEJDENSON, SAM",GEJDENSON,SAM,SAM GEJDENSON,97 98 99 100 101 102 103 104 105 106,H,CT,M,D,W,1948,"GEJDENSON, SAM",SAM GEJDENSON,G000120
"GEKAS, GEORGE",GEKAS,GEORGE,GEORGE GEKAS,98 99 100 101 102 103 104 105 106 107,H,PA,M,R,W,1930,"GEKAS, GEORGE W.",GEORGE GEKAS,G000121
"GEPHARDT, RICHARD",GEPHARDT,RICHARD,RICHARD GEPHARDT,97 98 99 100 101 102 103 104 105 106 107 108,H,MO,M,D,W,1941,"GEPHARDT, RICHARD A.",RICHARD GEPHARDT,G000132
"GEREN, PRESTON",GEREN,PRESTON,PRESTON GEREN,101 102 103 104,H,TX,M,D,W,1952,"GEREN, PETE",PETE GEREN,G000134
"GERLACH, JIM",GERLACH,JIM,JIM GERLACH,108 109 110 111 112 113,H,PA,M,R,W,1955,"GERLACH, JIM",JIM GERLACH,G000549
"GIBBONS, JAMES",GIBBONS,JAMES,JAMES GIBBONS,105 106 107 108 109,H,NV,M,R,W,1944,"GIBBONS, JIM",JIM GIBBONS,G000152
"GIBBONS, SAM",GIBBONS,SAM,SAM GIBBONS,97 98 99 100 101 102 103 104,H,FL,M,D,W,1920,"GIBBONS, SAM",SAM GIBBONS,G000153
"GIBBS, BOB",GIBBS,BOB,BOB GIBBS,112 113 114,H,OH,M,R,W,1954,"GIBBS, BOB",BOB GIBBS,G000563
"GIBSON, CHRISTOPHER",GIBSON,CHRISTOPHER,CHRISTOPHER GIBSON,112 113 114,H,NY,M,R,W,1964,"GIBSON, CHRISTOPHER P.",CHRISTOPHER GIBSON,G000564
"GIFFORDS, GABRIELLE",GIFFORDS,GABRIELLE,GABRIELLE GIFFORDS,110 111 112,H,AZ,F,D,W,1970,"GIFFORDS, GABRIELLE",GABRIELLE GIFFORDS,G000554
"GILCHREST, WAYNE",GILCHREST,WAYNE,WAYNE GILCHREST,102 103 104 105 106 107 108 109 110,H,MD,M,R,W,1946,"GILCHREST, WAYNE T.",WAYNE GILCHREST,G000180
"GILLIBRAND, KIRSTEN",GILLIBRAND,KIRSTEN,KIRSTEN GILLIBRAND,110 111 112 113 114,H,NY,F,D,W,1966,"GILLIBRAND, KIRSTEN E.",KIRSTEN GILLIBRAND,G000555
"GILLMOR, PAUL",GILLMOR,PAUL,PAUL GILLMOR,101 102 103 104 105 106 107 108 109 110,H,OH,M,R,W,1939,"GILLMOR, PAUL E.",PAUL GILLMOR,G000210
"GILMAN, BENJAMIN",GILMAN,BENJAMIN,BENJAMIN GILMAN,97 98 99 100 101 102 103 104 105 106 107,H,NY,M,R,W,1922,"GILMAN, BENJAMIN A.",BENJAMIN GILMAN,G000212
"GINGREY, PHIL",GINGREY,PHIL,PHIL GINGREY,108 109 110 111 112 113,H,GA,M,R,W,1942,"GINGREY, PHIL",PHIL GINGREY,G000550
"GINGRICH, NEWTON",GINGRICH,NEWTON,NEWTON GINGRICH,97 98 99 100 101 102 103 104 105,H,GA,M,R,W,1943,"GINGRICH, NEWT",NEWT GINGRICH,G000225
"GINN, RONALD",GINN,RONALD,RONALD GINN,97,H,GA,M,D,W,1934,"GINN, BO",BO GINN,G000226
"GLENN, JOHN",GLENN,JOHN,JOHN GLENN,97 98 99 100 101 102 103 104 105,S,OH,M,D,W,1921,"GLENN, JOHN H., JR.",JOHN GLENN,G000236
"GLICKMAN, DANIEL",GLICKMAN,DANIEL,DANIEL GLICKMAN,97 98 99 100 101 102 103,H,KS,M,D,W,1944,"GLICKMAN, DAN",DAN GLICKMAN,G000240
"GOHMERT, LOUIE",GOHMERT,LOUIE,LOUIE GOHMERT,109 110 111 112 113 114,H,TX,M,R,W,1953,"GOHMERT, LOUIE",LOUIE GOHMERT,G000552
"GOLDWATER, BARRY",GOLDWATER,BARRY,BARRY GOLDWATER,97 98 99,S,AZ,M,R,W,1909,"GOLDWATER, BARRY",BARRY GOLDWATER,G000267
"GOLDWATER, BARRY",GOLDWATER,BARRY,BARRY GOLDWATER,97,H,CA,M,R,W,1938,"GOLDWATER, BARRY, JR.",BARRY GOLDWATER JR.,G000268
"GONZALEZ, CHARLES",GONZALEZ,CHARLES,CHARLES GONZALEZ,106 107 108 109 110 111 112,H,TX,M,D,H,1945,"GONZALEZ, CHARLES A.",CHARLIE GONZALEZ,G000544
"GONZALEZ, HENRY",GONZALEZ,HENRY,HENRY GONZALEZ,97 98 99 100 101 102 103 104 105,H,TX,M,D,H,1916,"GONZALEZ, HENRY B.",HENRY GONZÁLEZ,G000272
"GOODE, VIRGIL",GOODE,VIRGIL,VIRGIL GOODE,105 106 107 108 109 110,H,VA,M,D,W,1946,"GOODE, VIRGIL H., JR.",VIRGIL GOODE,G000280
"GOODLATTE, BOB",GOODLATTE,BOB,BOB GOODLATTE,103 104 105 106 107 108 109 110 111 112 113 114,H,VA,M,R,W,1952,"GOODLATTE, BOB",BOB GOODLATTE,G000289
"GOODLING, WILLIAM",GOODLING,WILLIAM,WILLIAM GOODLING,97 98 99 100 101 102 103 104 105 106,H,PA,M,R,W,1927,"GOODLING, WILLIAM F.",WILLIAM GOODLING,G000291
"GOODWIN, CARTE",GOODWIN,CARTE,CARTE GOODWIN,111,S,WV,M,D,W,1974,"GOODWIN, CARTE PATRICK",CARTE GOODWIN,G000561
"GORDON, BARTON",GORDON,BARTON,BARTON GORDON,99 100 101 102 103 104 105 106 107 108 109 110 111,H,TN,M,D,W,1949,"GORDON, BART",BART GORDON,G000309
"GORE, ALBERT",GORE,ALBERT,ALBERT GORE,97 98 99 100 101 102 103,H,TN,M,D,W,1948,"GORE, ALBERT, JR.",ALBERT GORE,G000321
"GORTON, T.",GORTON,T.,T. GORTON,97 98 99 101 102 103 104 105 106,S,WA,M,R,W,1928,"GORTON, SLADE",SLADE GORTON,G000333
"GOSAR, PAUL",GOSAR,PAUL,PAUL GOSAR,112 113 114,H,AZ,M,R,W,1958,"GOSAR, PAUL A.",PAUL GOSAR,G000565
"GOSS, PORTER",GOSS,PORTER,PORTER GOSS,101 102 103 104 105 106 107 108,H,FL,M,R,W,1938,"GOSS, PORTER J.",PORTER GOSS,G000336
"GOWDY, TREY",GOWDY,TREY,TREY GOWDY,112 113 114,H,SC,M,R,W,1964,"GOWDY, TREY",TREY GOWDY,G000566
"GRADISON, WILLIS",GRADISON,WILLIS,WILLIS GRADISON,97 98 99 100 101 102 103,H,OH,M,R,W,1928,"GRADISON, WILLIS D., JR.",WILLIS GRADISON,G000349
"GRAHAM, BOB",GRAHAM,BOB,BOB GRAHAM,100 101 102 103 104 105 106 107 108,S,FL,M,D,W,1936,"GRAHAM, BOB",BOB GRAHAM,G000352
"GRAHAM, GWEN",GRAHAM,GWEN,GWEN GRAHAM,114,H,FL,F,D,W,1963,"GRAHAM, GWEN",GWEN GRAHAM,G000575
"GRAHAM, LINDSEY",GRAHAM,LINDSEY,LINDSEY GRAHAM,104 105 106 107 108 109 110 111 112 113 114,H,SC,M,R,W,1955,"GRAHAM, LINDSEY",LINDSEY GRAHAM,G000359
"GRAMM, PHIL",GRAMM,PHIL,PHIL GRAMM,97 98 99 100 101 102 103 104 105 106 107,H,TX,M,D,W,1942,"GRAMM, PHIL",PHIL GRAMM,G000365
"GRAMS, ROD",GRAMS,ROD,ROD GRAMS,103 104 105 106,H,MN,M,R,W,1948,"GRAMS, ROD",ROD GRAMS,G000367
"GRANDY, FREDERICK",GRANDY,FREDERICK,FREDERICK GRANDY,100 101 102 103,H,IA,M,R,W,1948,"GRANDY, FRED",FRED GRANDY,G000371
"GRANGER, KAY",GRANGER,KAY,KAY GRANGER,105 106 107 108 109 110 111 112 113 114,H,TX,F,R,W,1943,"GRANGER, KAY",KAY GRANGER,G000377
"GRANT, JAMES",GRANT,JAMES,JAMES GRANT,100 101,H,FL,M,D,W,1943,"GRANT, BILL",BILL GRANT,G000382
"GRASSLEY, CHARLES",GRASSLEY,CHARLES,CHARLES GRASSLEY,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,S,IA,M,R,W,1933,"GRASSLEY, CHUCK",CHUCK GRASSLEY,G000386
"GRAVES, GARRET",GRAVES,GARRET,GARRET GRAVES,114,H,LA,M,R,W,1972,"GRAVES, GARRET",GARRET GRAVES,G000577
"GRAVES, SAM",GRAVES,SAM,SAM GRAVES,107 108 109 110 111 112 113 114,H,MO,M,R,W,1963,"GRAVES, SAM",SAM GRAVES,G000546
"GRAVES, TOM",GRAVES,TOM,TOM GRAVES,111 112 113 114,H,GA,M,R,W,1970,"GRAVES, TOM",TOM GRAVES,G000560
"GRAY, KENNETH",GRAY,KENNETH,KENNETH GRAY,99 100,H,IL,M,D,W,1924,"GRAY, KENNETH J.",KENNETH GRAY,G000400
"GRAY, WILLIAM",GRAY,WILLIAM,WILLIAM GRAY,97 98 99 100 101 102,H,PA,M,D,B,1941,"GRAY, WILLIAM H., III",WILLIAM GRAY III,G000402
"GRAYSON, ALAN",GRAYSON,ALAN,ALAN GRAYSON,111 113 114,H,FL,M,D,W,1958,"GRAYSON, ALAN",ALAN GRAYSON,G000556
"GREEN, AL",GREEN,AL,AL GREEN,109 110 111 112 113 114,H,TX,M,D,B,1947,"GREEN, AL",AL GREE,G000553
"GREEN, GENE",GREEN,GENE,GENE GREEN,103 104 105 106 107 108 109 110 111 112 113 114,H,TX,M,D,W,1947,"GREEN, GENE",GENE GREEN,G000410
"GREEN, MARK",GREEN,MARK,MARK GREEN,106 107 108 109,H,WI,M,R,W,1960,"GREEN, MARK",MARK GREEN,G000545
"GREEN, SEDGWICK",GREEN,SEDGWICK,SEDGWICK GREEN,97 98 99 100 101 102,H,NY,M,R,W,1929,"GREEN, S. WILLIAM",S. GREEN,G000417
"GREENE WALDHOLTZ, ENID",GREENE WALDHOLTZ,ENID,ENID GREENE WALDHOLTZ,104,H,UT,F,R,W,1958,"WALDHOLTZ, ENID GREENE",ENID WALDHOLTZ,G000408
"GREENWOOD, JAMES",GREENWOOD,JAMES,JAMES GREENWOOD,103 104 105 106 107 108,H,PA,M,R,W,1951,"GREENWOOD, JAMES C.",JAMES GREENWOOD,G000439
"GREGG, JUDD",GREGG,JUDD,JUDD GREGG,97 98 99 100 103 104 105 106 107 108 109 110 111,H,NH,M,R,W,1947,"GREGG, JUDD",JUDD GREGG,G000445
"GRIFFIN, TIM",GRIFFIN,TIM,TIM GRIFFIN,112 113,H,AR,M,R,W,1968,"GRIFFIN, TIM",TIM GRIFFIN,G000567
"GRIFFITH, H.",GRIFFITH,H.,H. GRIFFITH,112 113 114,H,VA,M,R,W,1958,"GRIFFITH, H. MORGAN",H. GRIFFITH,G000568
"GRIFFITH, PARKER",GRIFFITH,PARKER,PARKER GRIFFITH,111,H,AL,M,R,W,1942,"GRIFFITH, PARKER",PARKER GRIFFITH,G000557
"GRIJALVA, RAUL",GRIJALVA,RAUL,RAUL GRIJALVA,108 109 110 111 112 113 114,H,AZ,M,D,H,1948,"GRIJALVA, RAUL M.",RAÚL GRIJALVA,G000551
"GRIMM, MICHAEL",GRIMM,MICHAEL,MICHAEL GRIMM,112 113,H,NY,M,R,W,1970,"GRIMM, MICHAEL G.",MICHAEL GRIMM,G000569
"GRISHAM, WAYNE",GRISHAM,WAYNE,WAYNE GRISHAM,97,H,CA,M,R,W,1923,"GRISHAM, WAYNE R.",WAYNE GRISHAM,G000480
"GROTBERG, JOHN",GROTBERG,JOHN,JOHN GROTBERG,99,H,IL,M,R,W,1925,"GROTBERG, JOHN E.",JOHN GROTBERG,G000499
"GROTHMAN, GLENN",GROTHMAN,GLENN,GLENN GROTHMAN,114,H,WI,M,R,W,1955,"GROTHMAN, GLENN",GLENN GROTHMAN,G000576
"GRUCCI, FELIX",GRUCCI,FELIX,FELIX GRUCCI,107,H,NY,M,R,W,1951,"GRUCCI, FELIX J., JR.",FELIX GRUCCI,G000547
"GUARINI, FRANK",GUARINI,FRANK,FRANK GUARINI,97 98 99 100 101 102,H,NJ,M,D,W,1924,"GUARINI, FRANK J.",FRANK GUARINI,G000511
"GUINTA, FRANK",GUINTA,FRANK,FRANK GUINTA,112 114,H,NH,M,R,W,1970,"GUINTA, FRANK C.",FRANK GUINTA,G000570
"GUNDERSON, STEVEN",GUNDERSON,STEVEN,STEVEN GUNDERSON,97 98 99 100 101 102 103 104,H,WI,M,R,W,1951,"GUNDERSON, STEVE",STEVE GUNDERSON,G000524
"GUTHRIE, BRETT",GUTHRIE,BRETT,BRETT GUTHRIE,111 112 113 114,H,KY,M,R,W,1964,"GUTHRIE, BRETT",BRETT GUTHRIE,G000558
"GUTIERREZ, LUIS",GUTIERREZ,LUIS,LUIS GUTIERREZ,103 104 105 106 107 108 109 110 111 112 113 114,H,IL,M,D,H,1953,"GUTIERREZ, LUIS V.",LUIS GUTIÉRREZ,G000535
"GUTKNECHT, GILBERT",GUTKNECHT,GILBERT,GILBERT GUTKNECHT,104 105 106 107 108 109,H,MN,M,R,W,1951,"GUTKNECHT, GIL",GIL GUTKNECHT,G000536
"GUYER, TENNYSON",GUYER,TENNYSON,TENNYSON GUYER,97,H,OH,M,R,W,1913,"GUYER, TENNYSON",TENNYSON GUYER,G000537
"HAGAN, KAY",HAGAN,KAY,KAY HAGAN,111 112 113,S,NC,F,D,W,1953,"HAGAN, KAY R.",KAY HAGAN,H001049
"HAGEDORN, THOMAS",HAGEDORN,THOMAS,THOMAS HAGEDORN,97,H,MN,M,R,W,1943,"HAGEDORN, THOMAS M.",THOMAS HAGEDORN,H000012
"HAGEL, CHARLES",HAGEL,CHARLES,CHARLES HAGEL,105 106 107 108 109 110,S,NE,M,R,W,1946,"HAGEL, CHUCK",CHUCK HAGEL,H001028
"HAHN, JANICE",HAHN,JANICE,JANICE HAHN,112 113 114,H,CA,F,D,W,1952,"HAHN, JANICE",JANICE HAHN,H001063
"HALL, JOHN",HALL,JOHN,JOHN HALL,110 111,H,NY,M,D,W,1948,"HALL, JOHN J.",JOHN HALL,H001039
"HALL, KATIE",HALL,KATIE,KATIE HALL,97 98,H,IN,F,D,B,1938,"HALL, KATIE",KATIE HAL,H000058
"HALL, RALPH",HALL,RALPH,RALPH HALL,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113,H,TX,M,D,W,1923,"HALL, RALPH M.",RALPH HALL,H000067
"HALL, SAM",HALL,SAM,SAM HALL,97 98 99,H,TX,M,D,W,1924,"HALL, SAM B., JR.",SAM HALL,H000070
"HALL, TONY",HALL,TONY,TONY HALL,97 98 99 100 101 102 103 104 105 106 107,H,OH,M,D,W,1942,"HALL, TONY P.",TONY HALL,H000074
"HALVORSON, DEBORAH",HALVORSON,DEBORAH,DEBORAH HALVORSON,111,H,IL,F,D,W,1958,"HALVORSON, DEBORAH L.",DEBORAH HALVORSON,H001044
"HAMBURG, DANIEL",HAMBURG,DANIEL,DANIEL HAMBURG,103,H,CA,M,D,W,1948,"HAMBURG, DAN",DAN HAMBURG,H000096
"HAMILTON, LEE",HAMILTON,LEE,LEE HAMILTON,97 98 99 100 101 102 103 104 105,H,IN,M,D,W,1931,"HAMILTON, LEE H.",LEE HAMILTON,H000114
